Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190821769,T19,19035023,Structure Fire,03/23/2019,03/23/2019,03/23/2019 01:08:55 PM,03/23/2019 01:11:26 PM,03/23/2019 01:11:39 PM,03/23/2019 01:13:10 PM,03/23/2019 01:16:40 PM,,,Fire,03/23/2019 01:22:47 PM,300 Block of STRATFORD DR,San Francisco,94132,B09,19,8752,3,3,3,false,Fire,1,TRUCK,1,9,7,West of Twin Peaks,"(37.71863874470247, -122.47275432852062)",190821769-T19
190821769,E33,19035023,Structure Fire,03/23/2019,03/23/2019,03/23/2019 01:08:55 PM,03/23/2019 01:11:26 PM,03/23/2019 01:11:39 PM,03/23/2019 01:13:06 PM,03/23/2019 01:17:03 PM,,,Fire,03/23/2019 01:21:37 PM,300 Block of STRATFORD DR,San Francisco,94132,B09,19,8752,3,3,3,true,Fire,1,ENGINE,2,9,7,West of Twin Peaks,"(37.71863874470247, -122.47275432852062)",190821769-E33
190821769,B09,19035023,Structure Fire,03/23/2019,03/23/2019,03/23/2019 01:08:55 PM,03/23/2019 01:11:26 PM,03/23/2019 01:11:39 PM,03/23/2019 01:13:10 PM,03/23/2019 01:17:07 PM,,,Fire,03/23/2019 01:18:58 PM,300 Block of STRATFORD DR,San Francisco,94132,B09,19,8752,3,3,3,false,Fire,1,CHIEF,3,9,7,West of Twin Peaks,"(37.71863874470247, -122.47275432852062)",190821769-B09
190821756,81,19035022,Other,03/23/2019,03/23/2019,03/23/2019 01:07:49 PM,03/23/2019 01:07:49 PM,03/23/2019 01:08:16 PM,03/23/2019 01:08:29 PM,03/23/2019 01:14:29 PM,,,Cancelled,03/23/2019 01:14:53 PM,KING ST/2ND ST,San Francisco,94107,B03,08,2154,B,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Mission Bay,"(37.779861284945476, -122.3895906969512)",190821756-81
190821748,AM106,19035021,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:05:49 PM,03/23/2019 01:05:49 PM,03/23/2019 01:07:11 PM,03/23/2019 01:07:19 PM,03/23/2019 01:13:43 PM,03/23/2019 01:23:46 PM,03/23/2019 01:34:08 PM,Code 2 Transport,03/23/2019 02:16:58 PM,500 Block of DOLORES ST,San Francisco,94114,B06,07,5435,A,2,2,false,Non Life-threatening,1,PRIVATE,1,6,8,Castro/Upper Market,"(37.759419804663, -122.4260365665262)",190821748-AM106
190821746,E19,19035020,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:04:58 PM,03/23/2019 01:05:20 PM,03/23/2019 01:05:36 PM,03/23/2019 01:06:31 PM,03/23/2019 01:10:04 PM,,,Code 2 Transport,03/23/2019 01:19:16 PM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",190821746-E19
190821746,64,19035020,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:04:58 PM,03/23/2019 01:05:20 PM,03/23/2019 01:05:36 PM,03/23/2019 01:05:44 PM,03/23/2019 01:12:51 PM,03/23/2019 01:30:53 PM,03/23/2019 01:56:44 PM,Code 2 Transport,03/23/2019 02:27:26 PM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",190821746-64
190821739,KM13,19035019,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:01:12 PM,03/23/2019 01:02:56 PM,03/23/2019 01:03:36 PM,03/23/2019 01:03:55 PM,03/23/2019 01:11:01 PM,03/23/2019 01:24:01 PM,03/23/2019 01:40:07 PM,Code 2 Transport,03/23/2019 02:10:05 PM,0 Block of DAKOTA ST,San Francisco,94107,B10,37,2614,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,10,10,Potrero Hill,"(37.75362874594843, -122.39552313858634)",190821739-KM13
190821725,E22,19035018,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:58:34 PM,03/23/2019 12:59:14 PM,03/23/2019 12:59:40 PM,03/23/2019 01:01:15 PM,03/23/2019 01:03:01 PM,,,Code 2 Transport,03/23/2019 01:14:35 PM,1400 Block of 18TH AVE,San Francisco,94122,B08,22,7371,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Inner Sunset,"(37.76081032050064, -122.47592940976973)",190821725-E22
190821725,86,19035018,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:58:34 PM,03/23/2019 12:59:14 PM,03/23/2019 12:59:40 PM,03/23/2019 12:59:47 PM,03/23/2019 01:04:24 PM,03/23/2019 01:26:32 PM,03/23/2019 01:36:39 PM,Code 2 Transport,03/23/2019 02:33:49 PM,1400 Block of 18TH AVE,San Francisco,94122,B08,22,7371,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Inner Sunset,"(37.76081032050064, -122.47592940976973)",190821725-86
190821692,KM02,19035017,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:44:54 PM,03/23/2019 12:49:24 PM,03/23/2019 12:49:51 PM,,,,,Cancelled,03/23/2019 12:51:52 PM,CALIFORNIA ST/MASON ST,San Francisco,94108,B01,41,1418,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Nob Hill,"(37.791834627188145, -122.41081753529559)",190821692-KM02
190821692,E41,19035017,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:44:54 PM,03/23/2019 12:49:24 PM,03/23/2019 12:49:51 PM,03/23/2019 12:50:31 PM,03/23/2019 12:52:16 PM,,,Cancelled,03/23/2019 01:00:38 PM,CALIFORNIA ST/MASON ST,San Francisco,94108,B01,41,1418,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Nob Hill,"(37.791834627188145, -122.41081753529559)",190821692-E41
190821692,79,19035017,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:44:54 PM,03/23/2019 12:49:24 PM,03/23/2019 12:51:23 PM,03/23/2019 12:51:30 PM,,,,Cancelled,03/23/2019 01:01:21 PM,CALIFORNIA ST/MASON ST,San Francisco,94108,B01,41,1418,2,2,2,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Nob Hill,"(37.791834627188145, -122.41081753529559)",190821692-79
190821684,85,19035016,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:46:54 PM,03/23/2019 12:46:54 PM,03/23/2019 12:47:33 PM,03/23/2019 12:47:36 PM,03/23/2019 01:00:19 PM,,,Patient Declined Transport,03/23/2019 01:10:02 PM,20TH ST/3RD ST,San Francisco,94107,B10,37,2665,B,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Potrero Hill,"(37.76049101030047, -122.3885564008412)",190821684-85
190821680,E34,19035015,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:43:33 PM,03/23/2019 12:45:41 PM,03/23/2019 12:46:02 PM,03/23/2019 12:46:28 PM,03/23/2019 12:50:28 PM,,,Fire,03/23/2019 01:02:22 PM,600 Block of 45TH AVE,San Francisco,94121,B07,34,7273,2,2,2,false,Non Life-threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7762599683141, -122.50588404393041)",190821680-E34
190821671,RS1,19035014,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:39:51 PM,03/23/2019 12:42:44 PM,03/23/2019 12:44:16 PM,03/23/2019 12:44:45 PM,,,,Code 2 Transport,03/23/2019 12:45:01 PM,MARKET ST/5TH ST,San Francisco,94103,B03,01,1364,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,3,6,South of Market,"(37.783991485761376, -122.4080665478042)",190821671-RS1
190821671,E01,19035014,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:39:51 PM,03/23/2019 12:42:44 PM,03/23/2019 12:46:03 PM,03/23/2019 12:46:03 PM,03/23/2019 12:46:50 PM,,,Code 2 Transport,03/23/2019 12:50:08 PM,MARKET ST/5TH ST,San Francisco,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.783991485761376, -122.4080665478042)",190821671-E01
190821671,53,19035014,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:39:51 PM,03/23/2019 12:42:44 PM,03/23/2019 12:44:16 PM,03/23/2019 12:44:22 PM,03/23/2019 12:47:50 PM,03/23/2019 12:57:56 PM,03/23/2019 01:30:29 PM,Code 2 Transport,03/23/2019 01:52:15 PM,MARKET ST/5TH ST,San Francisco,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.783991485761376, -122.4080665478042)",190821671-53
190821666,KM11,19035013,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:39:42 PM,03/23/2019 12:41:36 PM,03/23/2019 12:42:58 PM,03/23/2019 12:45:00 PM,,,,Cancelled,03/23/2019 12:45:59 PM,POWELL ST/MARKET ST,San Francisco,94103,B03,01,1364,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,3,Financial District/South Beach,"(37.784560142179394, -122.4073370416658)",190821666-KM11
190821666,E01,19035013,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:39:42 PM,03/23/2019 12:41:36 PM,03/23/2019 12:42:58 PM,03/23/2019 12:43:01 PM,03/23/2019 12:44:18 PM,,,Cancelled,03/23/2019 12:45:57 PM,POWELL ST/MARKET ST,San Francisco,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,3,Financial District/South Beach,"(37.784560142179394, -122.4073370416658)",190821666-E01
190821657,KM12,19035012,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:37:10 PM,03/23/2019 12:38:15 PM,03/23/2019 12:38:53 PM,03/23/2019 12:39:27 PM,03/23/2019 12:42:33 PM,03/23/2019 01:02:13 PM,03/23/2019 01:12:23 PM,Code 2 Transport,03/23/2019 01:47:48 PM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,"(37.78532583181433, -122.41709150918646)",190821657-KM12
190821657,E03,19035012,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:37:10 PM,03/23/2019 12:38:15 PM,03/23/2019 12:38:53 PM,03/23/2019 12:39:05 PM,03/23/2019 12:41:44 PM,,,Code 2 Transport,03/23/2019 12:47:03 PM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.78532583181433, -122.41709150918646)",190821657-E03
190821656,T14,19035011,Gas Leak (Natural and LP Gases),03/23/2019,03/23/2019,03/23/2019 12:35:32 PM,03/23/2019 12:38:07 PM,03/23/2019 12:38:16 PM,03/23/2019 12:39:42 PM,03/23/2019 12:42:08 PM,,,Fire,03/23/2019 12:50:25 PM,800 Block of 28TH AVE,San Francisco,94121,B07,14,7223,3,3,3,true,Alarm,1,TRUCK,2,7,1,Outer Richmond,"(37.773353421752056, -122.48753519004373)",190821656-T14
190821656,E14,19035011,Gas Leak (Natural and LP Gases),03/23/2019,03/23/2019,03/23/2019 12:35:32 PM,03/23/2019 12:38:07 PM,03/23/2019 12:38:16 PM,03/23/2019 12:39:18 PM,03/23/2019 12:41:09 PM,,,Fire,03/23/2019 12:49:26 PM,800 Block of 28TH AVE,San Francisco,94121,B07,14,7223,3,3,3,true,Alarm,1,ENGINE,1,7,1,Outer Richmond,"(37.773353421752056, -122.48753519004373)",190821656-E14
190821656,B07,19035011,Gas Leak (Natural and LP Gases),03/23/2019,03/23/2019,03/23/2019 12:35:32 PM,03/23/2019 12:38:07 PM,03/23/2019 12:38:16 PM,03/23/2019 12:39:35 PM,03/23/2019 12:43:05 PM,,,Fire,03/23/2019 12:53:35 PM,800 Block of 28TH AVE,San Francisco,94121,B07,14,7223,3,3,3,false,Alarm,1,CHIEF,3,7,1,Outer Richmond,"(37.773353421752056, -122.48753519004373)",190821656-B07
190821648,E16,19035010,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:34:58 PM,03/23/2019 12:36:51 PM,03/23/2019 12:37:39 PM,03/23/2019 12:38:59 PM,03/23/2019 12:44:57 PM,,,No Merit,03/23/2019 12:46:55 PM,1400 Block of LOMBARD ST,San Francisco,94123,B04,16,3235,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.8013151080574, -122.4253874236425)",190821648-E16
190821648,50,19035010,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:34:58 PM,03/23/2019 12:36:51 PM,03/23/2019 12:37:39 PM,03/23/2019 12:37:46 PM,03/23/2019 12:45:22 PM,,,No Merit,03/23/2019 12:46:55 PM,1400 Block of LOMBARD ST,San Francisco,94123,B04,16,3235,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Marina,"(37.8013151080574, -122.4253874236425)",190821648-50
190821641,84,19035009,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:35:12 PM,03/23/2019 12:35:12 PM,03/23/2019 12:35:38 PM,03/23/2019 12:35:47 PM,03/23/2019 12:48:41 PM,03/23/2019 01:11:11 PM,03/23/2019 01:33:40 PM,Code 2 Transport,03/23/2019 02:03:06 PM,500 Block of MINNA ST,San Francisco,94103,B03,01,2251,C,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.780057437760696, -122.40867354037178)",190821641-84
190821630,T05,19035008,Elevator / Escalator Rescue,03/23/2019,03/23/2019,03/23/2019 12:31:35 PM,03/23/2019 12:33:07 PM,03/23/2019 12:33:14 PM,03/23/2019 12:34:12 PM,03/23/2019 12:36:49 PM,,,Fire,03/23/2019 12:51:05 PM,2300 Block of PACIFIC AVE,San Francisco,94115,B04,38,3546,3,3,3,false,Alarm,1,TRUCK,1,4,2,Pacific Heights,"(37.79350664936894, -122.43392204812801)",190821630-T05
190821620,E12,19035007,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:30:14 PM,03/23/2019 12:30:34 PM,03/23/2019 12:31:02 PM,03/23/2019 12:31:20 PM,03/23/2019 12:32:22 PM,,,Code 2 Transport,03/23/2019 12:47:22 PM,400 Block of FREDERICK ST,San Francisco,94117,B05,12,4551,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Haight Ashbury,"(37.76653697815014, -122.4521326051325)",190821620-E12
190821620,75,19035007,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:30:14 PM,03/23/2019 12:30:34 PM,03/23/2019 12:31:02 PM,03/23/2019 12:31:09 PM,03/23/2019 12:39:58 PM,03/23/2019 12:51:03 PM,03/23/2019 01:25:11 PM,Code 2 Transport,03/23/2019 01:53:41 PM,400 Block of FREDERICK ST,San Francisco,94117,B05,12,4551,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Haight Ashbury,"(37.76653697815014, -122.4521326051325)",190821620-75
190821614,91,19035006,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:27:19 PM,03/23/2019 12:28:55 PM,03/23/2019 12:29:16 PM,03/23/2019 12:29:22 PM,03/23/2019 12:36:55 PM,03/23/2019 12:57:39 PM,03/23/2019 01:08:27 PM,Code 2 Transport,03/23/2019 01:39:35 PM,0 Block of BRIGHTON AVE,San Francisco,94112,B09,15,8465,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,"(37.71913618369964, -122.45518400189732)",190821614-91
190821591,T03,19035005,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:21:07 PM,03/23/2019 12:22:22 PM,03/23/2019 12:23:03 PM,,,,,Other,03/23/2019 12:25:46 PM,200 Block of GEARY ST,San Francisco,94108,B01,02,1323,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,1,3,Financial District/South Beach,"(37.787517876523566, -122.4074192881965)",190821591-T03
190821591,KM12,19035005,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:21:07 PM,03/23/2019 12:22:22 PM,03/23/2019 12:23:03 PM,03/23/2019 12:24:40 PM,03/23/2019 12:28:39 PM,,,Other,03/23/2019 12:31:54 PM,200 Block of GEARY ST,San Francisco,94108,B01,02,1323,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Financial District/South Beach,"(37.787517876523566, -122.4074192881965)",190821591-KM12
190821591,E03,19035005,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:21:07 PM,03/23/2019 12:22:22 PM,03/23/2019 12:24:13 PM,03/23/2019 12:24:13 PM,03/23/2019 12:27:29 PM,,,Other,03/23/2019 12:35:15 PM,200 Block of GEARY ST,San Francisco,94108,B01,02,1323,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.787517876523566, -122.4074192881965)",190821591-E03
190821591,E01,19035005,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:21:07 PM,03/23/2019 12:22:22 PM,03/23/2019 12:23:03 PM,,,,,Other,03/23/2019 12:25:01 PM,200 Block of GEARY ST,San Francisco,94108,B01,02,1323,3,3,3,true,Potentially Life-Threatening,1,ENGINE,4,1,3,Financial District/South Beach,"(37.787517876523566, -122.4074192881965)",190821591-E01
190821584,E29,19035004,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 12:19:57 PM,03/23/2019 12:20:40 PM,03/23/2019 12:21:09 PM,03/23/2019 12:22:08 PM,03/23/2019 12:23:39 PM,,,Unable to Locate,03/23/2019 12:26:23 PM,RHODE ISLAND ST/MARIPOSA ST,San Francisco,94107,B02,29,2455,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Potrero Hill,"(37.76350346140615, -122.40244334650475)",190821584-E29
190821584,89,19035004,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 12:19:57 PM,03/23/2019 12:20:40 PM,03/23/2019 12:21:09 PM,03/23/2019 12:21:16 PM,03/23/2019 12:24:35 PM,,,Unable to Locate,03/23/2019 12:26:23 PM,RHODE ISLAND ST/MARIPOSA ST,San Francisco,94107,B02,29,2455,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,10,Potrero Hill,"(37.76350346140615, -122.40244334650475)",190821584-89
190821573,RC2,19035003,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:17:23 PM,03/23/2019 12:18:01 PM,03/23/2019 12:19:01 PM,03/23/2019 12:20:01 PM,,,,Patient Declined Transport,03/23/2019 12:23:57 PM,300 Block of BOWLING GREEN DR,San Francisco,94122,B07,12,7743,3,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,3,7,5,Golden Gate Park,"(37.76893707512351, -122.45938507240726)",190821573-RC2
190821573,E12,19035003,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:17:23 PM,03/23/2019 12:18:01 PM,03/23/2019 12:18:25 PM,03/23/2019 12:18:53 PM,03/23/2019 12:21:22 PM,,,Patient Declined Transport,03/23/2019 12:25:51 PM,300 Block of BOWLING GREEN DR,San Francisco,94122,B07,12,7743,3,2,2,true,Non Life-threatening,1,ENGINE,1,7,5,Golden Gate Park,"(37.76893707512351, -122.45938507240726)",190821573-E12
190821573,AM108,19035003,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:17:23 PM,03/23/2019 12:18:01 PM,03/23/2019 12:18:25 PM,03/23/2019 12:20:33 PM,03/23/2019 12:22:02 PM,,,Patient Declined Transport,03/23/2019 12:59:07 PM,300 Block of BOWLING GREEN DR,San Francisco,94122,B07,12,7743,3,2,2,false,Non Life-threatening,1,PRIVATE,2,7,5,Golden Gate Park,"(37.76893707512351, -122.45938507240726)",190821573-AM108
190821563,E07,19035002,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:15:11 PM,03/23/2019 12:16:13 PM,03/23/2019 12:16:23 PM,03/23/2019 12:16:54 PM,03/23/2019 12:18:17 PM,,,Code 2 Transport,03/23/2019 12:35:50 PM,500 Block of GUERRERO ST,San Francisco,94110,B02,07,5422,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,8,Mission,"(37.76237406587771, -122.42376329210018)",190821563-E07
190821563,67,19035002,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:15:11 PM,03/23/2019 12:16:13 PM,03/23/2019 12:16:23 PM,03/23/2019 12:16:29 PM,03/23/2019 12:24:16 PM,03/23/2019 01:09:59 PM,03/23/2019 01:37:02 PM,Code 2 Transport,03/23/2019 02:02:58 PM,500 Block of GUERRERO ST,San Francisco,94110,B02,07,5422,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Mission,"(37.76237406587771, -122.42376329210018)",190821563-67
190821540,QRV2,19035001,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:08:04 PM,03/23/2019 12:08:57 PM,03/23/2019 12:09:17 PM,03/23/2019 12:09:25 PM,03/23/2019 12:25:47 PM,03/23/2019 12:25:49 PM,03/23/2019 12:46:19 PM,Code 3 Transport,03/23/2019 12:49:54 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,2,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190821540-QRV2
190821540,KM08,19035001,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:08:04 PM,03/23/2019 12:08:57 PM,03/23/2019 12:09:17 PM,03/23/2019 12:10:01 PM,03/23/2019 12:13:04 PM,03/23/2019 12:25:49 PM,03/23/2019 12:46:19 PM,Code 3 Transport,03/23/2019 01:03:53 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190821540-KM08
190821519,E03,19035000,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:01:11 PM,03/23/2019 12:04:01 PM,03/23/2019 12:04:35 PM,03/23/2019 12:04:53 PM,03/23/2019 12:10:02 PM,,,Code 2 Transport,03/23/2019 12:24:04 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,3,Nob Hill,"(37.788126303439334, -122.41765721404082)",190821519-E03
190821519,88,19035000,Medical Incident,03/23/2019,03/23/2019,03/23/2019 12:01:11 PM,03/23/2019 12:04:01 PM,03/23/2019 12:04:35 PM,03/23/2019 12:04:43 PM,03/23/2019 12:14:10 PM,03/23/2019 12:45:54 PM,03/23/2019 01:10:19 PM,Code 2 Transport,03/23/2019 01:41:31 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,3,Nob Hill,"(37.788126303439334, -122.41765721404082)",190821519-88
190821511,E33,19034999,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 11:58:55 AM,03/23/2019 12:01:07 PM,03/23/2019 12:01:42 PM,03/23/2019 12:02:28 PM,03/23/2019 12:05:42 PM,,,Fire,03/23/2019 12:14:30 PM,700 Block of PALMETTO AVE,San Francisco,94132,B09,33,8412,3,3,3,true,Alarm,1,ENGINE,1,9,7,Oceanview/Merced/Ingleside,"(37.71070665304918, -122.47073362164362)",190821511-E33
190821509,KM06,19034998,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:59:02 AM,03/23/2019 12:00:19 PM,03/23/2019 12:02:55 PM,03/23/2019 12:03:32 PM,03/23/2019 12:13:27 PM,,,Code 2 Transport,03/23/2019 01:30:52 PM,2100 Block of NORTH POINT ST,San Francisco,94123,B04,16,4113,2,3,3,false,Non Life-threatening,1,PRIVATE,2,4,2,Marina,"(37.802825489973266, -122.44257276938194)",190821509-KM06
190821509,E16,19034998,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:59:02 AM,03/23/2019 12:00:19 PM,03/23/2019 12:02:55 PM,03/23/2019 12:05:15 PM,03/23/2019 12:08:22 PM,,,Code 2 Transport,03/23/2019 12:16:51 PM,2100 Block of NORTH POINT ST,San Francisco,94123,B04,16,4113,2,3,3,true,Non Life-threatening,1,ENGINE,1,4,2,Marina,"(37.802825489973266, -122.44257276938194)",190821509-E16
190821461,KM13,19034997,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:48:13 AM,03/23/2019 11:49:26 AM,03/23/2019 11:49:48 AM,03/23/2019 11:50:22 AM,03/23/2019 11:53:27 AM,,,No Merit,03/23/2019 11:59:43 AM,2700 Block of FOLSOM ST,San Francisco,94110,B06,07,5526,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,9,Mission,"(37.753306502068796, -122.41409077829911)",190821461-KM13
190821461,E07,19034997,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:48:13 AM,03/23/2019 11:49:26 AM,03/23/2019 11:49:48 AM,03/23/2019 11:50:52 AM,03/23/2019 11:53:08 AM,,,No Merit,03/23/2019 11:58:52 AM,2700 Block of FOLSOM ST,San Francisco,94110,B06,07,5526,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.753306502068796, -122.41409077829911)",190821461-E07
190821457,E19,19034996,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:45:36 AM,03/23/2019 11:48:08 AM,03/23/2019 11:49:06 AM,03/23/2019 11:49:49 AM,03/23/2019 11:52:20 AM,,,Code 2 Transport,03/23/2019 12:14:59 PM,300 Block of SERRANO DR,San Francisco,94132,B08,19,8581,2,2,2,true,Non Life-threatening,1,ENGINE,1,8,7,Lakeshore,"(37.71901186767855, -122.48045074945877)",190821457-E19
190821457,65,19034996,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:45:36 AM,03/23/2019 11:48:08 AM,03/23/2019 11:49:06 AM,03/23/2019 11:49:11 AM,03/23/2019 12:04:00 PM,03/23/2019 12:12:21 PM,03/23/2019 12:48:14 PM,Code 2 Transport,03/23/2019 01:24:00 PM,300 Block of SERRANO DR,San Francisco,94132,B08,19,8581,2,2,2,true,Non Life-threatening,1,MEDIC,2,8,7,Lakeshore,"(37.71901186767855, -122.48045074945877)",190821457-65
190821456,E11,19034995,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:48:02 AM,03/23/2019 11:48:02 AM,03/23/2019 11:48:16 AM,03/23/2019 11:48:28 AM,03/23/2019 11:52:05 AM,,,Code 2 Transport,03/23/2019 11:56:36 AM,26TH ST/SAN JOSE AV,San Francisco,94110,B06,11,5612,C,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Mission,"(37.748850442769395, -122.42128445971413)",190821456-E11
190821456,73,19034995,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:48:02 AM,03/23/2019 11:48:02 AM,03/23/2019 11:48:16 AM,03/23/2019 11:48:21 AM,03/23/2019 11:53:07 AM,03/23/2019 12:04:58 PM,03/23/2019 12:14:45 PM,Code 2 Transport,03/23/2019 01:08:05 PM,26TH ST/SAN JOSE AV,San Francisco,94110,B06,11,5612,C,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Mission,"(37.748850442769395, -122.42128445971413)",190821456-73
190821443,T16,19034994,Alarms,03/23/2019,03/23/2019,03/23/2019 11:40:55 AM,03/23/2019 11:42:09 AM,03/23/2019 11:42:16 AM,03/23/2019 11:43:15 AM,,,,Fire,03/23/2019 11:49:18 AM,600 Block of SCHOFIELD RD,Presidio,94129,B99,51,4615,3,3,3,false,Alarm,1,TRUCK,3,7,2,Presidio,"(37.800438853858914, -122.470106977171)",190821443-T16
